Id,NewActivityDate,DatOfWeek,TotalSteps,TotalDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,
4319703577,29/03/2016,Tuesday,5643,3.789999962,3,8,199,683,1958,0.5473483546
4319703577,30/03/2016,Wednesday,9043,6.070000172,4,12,244,702,2141,0.5473483546
4319703577,31/03/2016,Thursday,8144,5.460000038,4,17,247,1125,2129,0.5473483546
4319703577,01/04/2016,Friday,9343,6.269999981,14,20,268,654,2216,0.5473483546
4319703577,02/04/2016,Saturday,8405,5.659999847,15,4,257,621,2154,0.5473483546
4319703577,03/04/2016,Sunday,8223,5.519999981,12,37,257,551,2178,0.5473483546
4319703577,04/04/2016,Monday,10067,6.760000229,5,39,313,578,2308,0.5473483546
4319703577,05/04/2016,Tuesday,8359,5.630000114,3,14,311,638,2201,0.5473483546
4319703577,06/04/2016,Wednesday,10946,7.349999905,8,51,308,569,2341,0.5473483546
4319703577,07/04/2016,Thursday,9130,6.150000095,7,11,304,668,2236,0.5473483546
4319703577,08/04/2016,Friday,6544,4.409999847,4,6,276,1132,2069,0.5473483546
4445114986,29/03/2016,Tuesday,2303,1.549999952,0,0,155,807,2010,0.5473483546
4445114986,30/03/2016,Wednesday,2600,1.74000001,0,0,163,1277,2032,0.5473483546
4445114986,31/03/2016,Thursday,4804,3.220000029,0,0,238,786,2227,0.5473483546
4445114986,01/04/2016,Friday,3271,2.190000057,0,0,205,898,2133,0.5473483546
4445114986,02/04/2016,Saturday,5406,3.630000114,0,0,273,672,2317,0.5473483546
4445114986,03/04/2016,Sunday,3146,2.109999895,0,0,171,1269,2058,0.5473483546
4445114986,04/04/2016,Monday,2422,1.629999995,0,0,110,1330,1935,0.5473483546
4445114986,05/04/2016,Tuesday,4239,2.839999914,1,6,235,702,2217,0.5473483546
4445114986,06/04/2016,Wednesday,6911,4.78000021,28,2,215,745,2374,0.5473483546
4445114986,07/04/2016,Thursday,6667,4.610000134,24,1,208,939,2335,0.5473483546
4445114986,08/04/2016,Friday,5543,3.720000029,0,0,266,941,2303,0.5473483546
4445114986,09/04/2016,Saturday,4195,2.809999943,0,0,239,758,2210,0.5473483546
4445114986,10/04/2016,Sunday,6625,4.449999809,0,0,316,755,2424,0.5473483546
4445114986,11/04/2016,Monday,5986,4.130000114,23,5,195,789,2297,0.5473483546
4445114986,12/04/2016,Tuesday,278,0.1899999976,0,0,20,253,745,0.5473483546
4558609924,01/04/2016,Friday,5336,3.529999971,0,0,258,1182,1902,0.5473483546
4558609924,02/04/2016,Saturday,3183,2.099999905,0,0,173,1180,1680,0.5473483546
4558609924,03/04/2016,Sunday,6176,4.079999924,1,7,269,886,1901,0.5473483546
4558609924,04/04/2016,Monday,8205,5.420000076,0,0,367,1073,2078,0.5473483546
4558609924,05/04/2016,Tuesday,6799,4.489999771,24,14,185,1217,1876,0.5473483546
4558609924,06/04/2016,Wednesday,5668,3.75,0,0,259,1181,1853,0.5473483546
4558609924,07/04/2016,Thursday,7998,5.289999962,27,12,296,1105,2235,0.5473483546
4558609924,08/04/2016,Friday,4195,2.769999981,0,0,241,1199,1778,0.5473483546
4558609924,09/04/2016,Saturday,5512,3.640000105,0,0,276,1164,1882,0.5473483546
4558609924,10/04/2016,Sunday,6263,4.139999866,0,0,290,1150,1906,0.5473483546
4558609924,11/04/2016,Monday,8828,5.840000153,0,0,308,1132,2149,0.5473483546
4558609924,12/04/2016,Tuesday,1260,0.8299999833,0,0,76,555,722,0.5473483546
4702921684,29/03/2016,Tuesday,6506,5.28000021,4,5,241,760,2886,0.5473483546
4702921684,30/03/2016,Wednesday,7583,6.150000095,3,13,227,742,2915,0.5473483546
4702921684,31/03/2016,Thursday,6963,5.650000095,0,0,256,759,2895,0.5473483546
4702921684,01/04/2016,Friday,7165,5.809999943,0,9,248,708,2923,0.5473483546
4702921684,02/04/2016,Saturday,10328,8.380000114,0,32,367,475,3323,0.5473483546
4702921684,03/04/2016,Sunday,12116,9.829999924,3,57,323,471,3357,0.5473483546
4702921684,04/04/2016,Monday,7810,6.360000134,6,27,216,746,2931,0.5473483546
4702921684,05/04/2016,Tuesday,6670,5.409999847,15,16,199,770,2848,0.5473483546
4702921684,06/04/2016,Wednesday,7605,6.179999828,4,4,248,708,2943,0.5473483546
4702921684,07/04/2016,Thursday,6585,5.340000153,0,0,210,770,2822,0.5473483546
4702921684,08/04/2016,Friday,8184,6.639999866,0,15,247,808,2981,0.5473483546
4702921684,09/04/2016,Saturday,14002,11.35999966,8,56,381,407,3597,0.5473483546
4702921684,10/04/2016,Sunday,11135,9.029999733,1,25,331,528,3224,0.5473483546
4702921684,11/04/2016,Monday,6499,5.269999981,0,0,207,809,2677,0.5473483546
5553957443,01/04/2016,Friday,12409,8.100000381,51,12,235,782,2142,0.5473483546
5553957443,02/04/2016,Saturday,2937,1.919999957,0,0,181,356,1615,0.5473483546
5553957443,03/04/2016,Sunday,1515,0.9900000095,0,0,93,507,1481,0.5473483546
5553957443,04/04/2016,Monday,8921,5.880000114,27,8,198,754,1892,0.5473483546
5553957443,05/04/2016,Tuesday,11306,7.380000114,40,26,218,772,2086,0.5473483546
5553957443,06/04/2016,Wednesday,12252,8,33,28,229,745,2044,0.5473483546
5553957443,07/04/2016,Thursday,15444,10.07999992,51,39,243,731,2249,0.5473483546
5553957443,08/04/2016,Friday,9938,6.489999771,38,24,193,767,2019,0.5473483546
5553957443,09/04/2016,Saturday,4599,3,0,0,176,578,1692,0.5473483546
5553957443,10/04/2016,Sunday,5594,3.650000095,4,25,150,552,1712,0.5473483546
5553957443,11/04/2016,Monday,11906,7.769999981,32,27,234,688,2065,0.5473483546
5553957443,12/04/2016,Tuesday,3436,2.24000001,7,11,50,61,633,0.5473483546
5577150313,01/04/2016,Friday,10461,7.869999886,99,31,142,721,3625,0.5473483546
5577150313,02/04/2016,Saturday,14873,11.10999966,202,36,153,663,4430,0.5473483546
5577150313,03/04/2016,Sunday,9917,7.409999847,58,27,240,700,3427,0.5473483546
5577150313,04/04/2016,Monday,7401,5.559999943,70,19,204,689,3492,0.5473483546
5577150313,05/04/2016,Tuesday,8964,6.699999809,107,18,145,756,3597,0.5473483546
5577150313,06/04/2016,Wednesday,11080,8.300000191,83,52,190,695,3765,0.5473483546
5577150313,07/04/2016,Thursday,4499,3.359999895,31,11,146,756,2775,0.5473483546
5577150313,08/04/2016,Friday,4363,3.25999999,8,2,156,813,2486,0.5473483546
5577150313,09/04/2016,Saturday,10494,7.840000153,123,62,138,601,3817,0.5473483546
5577150313,10/04/2016,Sunday,9776,7.380000114,80,35,162,721,3378,0.5473483546
5577150313,11/04/2016,Monday,2862,2.140000105,39,17,54,209,1511,0.5473483546
6117666160,01/04/2016,Friday,7444,5.619999886,0,0,286,568,2210,0.5473483546
6117666160,02/04/2016,Saturday,19658,14.84000015,3,30,475,466,2884,0.5473483546
6117666160,04/04/2016,Monday,8468,6.389999866,2,11,279,1148,2262,0.5473483546
6117666160,05/04/2016,Tuesday,9910,7.480000019,0,0,384,990,2445,0.5473483546
6117666160,06/04/2016,Wednesday,12409,9.369999886,0,0,491,388,2694,0.5473483546
6117666160,07/04/2016,Thursday,4853,3.660000086,0,0,156,770,1903,0.5473483546
6117666160,08/04/2016,Friday,8955,6.760000229,0,0,422,1018,2482,0.5473483546
6117666160,09/04/2016,Saturday,10789,8.149999619,0,0,506,413,2617,0.5473483546
6290855005,01/04/2016,Friday,6633,5.010000229,0,0,280,1160,2778,0.5473483546
6290855005,02/04/2016,Saturday,9548,7.21999979,25,107,113,1195,3119,0.5473483546
6391747486,02/04/2016,Saturday,2101,2.029999971,46,0,0,1394,2224,0.5473483546
6391747486,05/04/2016,Tuesday,9766,7.510000229,0,6,301,1133,2442,0.5473483546
6391747486,06/04/2016,Wednesday,165,0.1299999952,0,0,8,1432,1849,0.5473483546
6775888955,01/04/2016,Friday,7225,5.179999828,25,50,163,1189,3065,0.5473483546
6775888955,02/04/2016,Saturday,1988,1.429999948,0,0,79,909,2207,0.5473483546
6775888955,03/04/2016,Sunday,1577,1.129999995,1,17,8,1414,1977,0.5473483546
6775888955,05/04/2016,Tuesday,9348,6.699999809,56,133,240,1011,4286,0.5473483546
6775888955,06/04/2016,Wednesday,11761,8.430000305,24,99,300,550,3920,0.5473483546
6775888955,07/04/2016,Thursday,13987,10.02999973,46,114,250,739,3856,0.5473483546
6775888955,08/04/2016,Friday,4131,2.960000038,27,30,75,1308,2584,0.5473483546
6775888955,09/04/2016,Saturday,14,0.009999999776,0,0,1,601,787,0.5473483546
6962181067,30/03/2016,Wednesday,15491,10.23999977,18,77,272,641,2244,0.5473483546
6962181067,31/03/2016,Thursday,14097,9.319999695,50,32,234,595,2188,0.5473483546
6962181067,01/04/2016,Friday,10467,6.980000019,9,45,252,602,2014,0.5473483546
6962181067,02/04/2016,Saturday,12437,8.300000191,50,24,219,732,2115,0.5473483546
6962181067,03/04/2016,Sunday,12307,8.140000343,14,51,218,589,2055,0.5473483546
6962181067,04/04/2016,Monday,18952,12.80000019,73,20,327,570,2437,0.5473483546
6962181067,05/04/2016,Tuesday,12010,7.940000057,38,17,287,692,2158,0.5473483546
6962181067,06/04/2016,Wednesday,12480,8.859999657,55,14,276,593,2170,0.5473483546
6962181067,07/04/2016,Thursday,13417,9.649999619,45,16,284,665,2244,0.5473483546
6962181067,08/04/2016,Friday,14400,10.88000011,27,37,276,697,2188,0.5473483546
6962181067,09/04/2016,Saturday,12495,8.260000229,33,19,324,609,2231,0.5473483546
6962181067,10/04/2016,Sunday,10148,6.710000038,19,7,306,679,2100,0.5473483546
6962181067,11/04/2016,Monday,12362,9.090000153,21,38,297,678,2188,0.5473483546
6962181067,12/04/2016,Tuesday,5893,3.900000095,43,9,48,146,917,0.5473483546
7007744171,01/04/2016,Friday,11680,9.06000042,50,7,244,1139,2573,0.5473483546
7007744171,02/04/2016,Saturday,10976,7.340000153,9,16,271,1075,2575,0.5473483546
7007744171,03/04/2016,Sunday,16806,11.23999977,104,31,230,1002,3086,0.5473483546
7007744171,04/04/2016,Monday,15266,11.39999962,70,21,292,1057,2886,0.5473483546
7007744171,05/04/2016,Tuesday,12084,9.140000343,50,6,284,1030,2676,0.5473483546
7007744171,06/04/2016,Wednesday,13513,10.25,64,8,270,1098,2811,0.5473483546
7007744171,07/04/2016,Thursday,14100,10.57999992,61,33,265,1015,2840,0.5473483546
7007744171,08/04/2016,Friday,12627,9.649999619,54,22,301,1063,2871,0.5473483546
7007744171,09/04/2016,Saturday,10345,6.920000076,2,6,358,1074,2613,0.5473483546
7007744171,10/04/2016,Sunday,10146,6.789999962,1,12,397,1030,2700,0.5473483546
7007744171,11/04/2016,Monday,12168,8.140000343,18,27,375,1020,2871,0.5473483546
7007744171,12/04/2016,Tuesday,7413,5.769999981,53,6,43,405,1023,0.5473483546
7086361926,01/04/2016,Friday,11463,7.670000076,38,30,154,777,2496,0.5473483546
7086361926,02/04/2016,Saturday,87,0.01999999955,0,0,2,872,1641,0.5473483546
7086361926,03/04/2016,Sunday,1949,1.309999943,3,6,27,1404,1794,0.5473483546
7086361926,04/04/2016,Monday,6101,3.869999886,31,24,138,1247,2421,0.5473483546
7086361926,05/04/2016,Tuesday,7478,4.989999771,25,33,132,1159,2439,0.5473483546
7086361926,06/04/2016,Wednesday,7352,4.730000019,19,14,124,814,2233,0.5473483546
7086361926,07/04/2016,Thursday,14604,10.81999969,76,30,127,695,2862,0.5473483546
7086361926,08/04/2016,Friday,9634,6.519999981,50,48,140,797,2752,0.5473483546
7086361926,09/04/2016,Saturday,7338,4.670000076,27,5,204,717,2519,0.5473483546
7086361926,10/04/2016,Sunday,569,0.349999994,0,0,27,1368,1799,0.5473483546
7086361926,11/04/2016,Monday,6242,3.920000076,46,22,126,741,2543,0.5473483546
7086361926,12/04/2016,Tuesday,430,0.2599999905,0,0,14,75,625,0.5473483546
8053475328,02/04/2016,Saturday,20188,15.61999989,124,19,172,1125,3377,0.5473483546
8053475328,03/04/2016,Sunday,25701,20.13999939,165,36,97,1142,3697,0.5473483546
8053475328,04/04/2016,Monday,17395,13.21000004,100,4,213,1123,3209,0.5473483546
8053475328,05/04/2016,Tuesday,17167,13.40999985,98,8,184,1150,3167,0.5473483546
8053475328,06/04/2016,Wednesday,16435,12.42000008,100,14,191,1135,3122,0.5473483546
8053475328,07/04/2016,Thursday,17078,13.19999981,101,6,190,1143,3176,0.5473483546
8053475328,08/04/2016,Friday,11693,9.539999962,60,6,153,1221,2790,0.5473483546
8053475328,09/04/2016,Saturday,11159,9.140000343,59,6,120,1255,2715,0.5473483546
8053475328,10/04/2016,Sunday,10118,7.730000019,30,18,207,1185,2684,0.5473483546
8053475328,11/04/2016,Monday,16064,12.72000027,96,8,155,1181,3097,0.5473483546
8053475328,12/04/2016,Tuesday,290,0.2099999934,0,0,16,599,791,0.5473483546
8253242879,06/04/2016,Wednesday,1931,1.279999971,0,0,94,1346,1607,0.5473483546
8253242879,07/04/2016,Thursday,5181,3.420000076,15,15,107,1303,1776,0.5473483546
8253242879,08/04/2016,Friday,12026,9.149999619,47,13,150,1230,2162,0.5473483546
8253242879,09/04/2016,Saturday,5360,3.539999962,8,28,148,1256,1832,0.5473483546
8253242879,10/04/2016,Sunday,2545,1.679999948,0,0,126,1314,1657,0.5473483546
8253242879,11/04/2016,Monday,1636,1.080000043,0,0,86,1139,1377,0.5473483546
8378563200,01/04/2016,Friday,14179,11.23999977,73,21,195,719,3669,0.5473483546
8378563200,02/04/2016,Saturday,3358,2.660000086,0,0,144,657,2702,0.5473483546
8378563200,03/04/2016,Sunday,9152,7.260000229,25,13,243,600,3304,0.5473483546
8378563200,04/04/2016,Monday,13935,11.05000019,105,16,220,658,4234,0.5473483546
8378563200,05/04/2016,Tuesday,12846,10.18999958,113,15,189,686,4128,0.5473483546
8378563200,06/04/2016,Wednesday,9124,7.239999771,55,6,230,728,3798,0.5473483546
8378563200,07/04/2016,Thursday,9725,7.710000038,83,11,181,670,3839,0.5473483546
8378563200,08/04/2016,Friday,8350,6.619999886,72,10,167,868,3713,0.5473483546
8378563200,09/04/2016,Saturday,2240,1.779999971,0,0,110,843,2606,0.5473483546
8378563200,10/04/2016,Sunday,2631,2.089999914,0,0,117,727,2624,0.5473483546
8378563200,11/04/2016,Monday,8837,7.010000229,74,17,182,811,3775,0.5473483546
8378563200,12/04/2016,Tuesday,3246,2.569999933,65,15,49,243,1882,0.5473483546
8583815059,01/04/2016,Friday,2174,1.700000048,0,0,112,1328,2360,0.5473483546
8583815059,02/04/2016,Saturday,3494,2.730000019,0,0,166,1274,2517,0.5473483546
8583815059,03/04/2016,Sunday,2380,1.860000014,0,0,131,1309,2400,0.5473483546
8583815059,04/04/2016,Monday,3159,2.460000038,0,0,147,1293,2462,0.5473483546
8583815059,05/04/2016,Tuesday,6835,5.329999924,5,15,212,1208,2786,0.5473483546
8583815059,06/04/2016,Wednesday,2098,1.639999986,0,0,112,1328,2354,0.5473483546
8583815059,07/04/2016,Thursday,2816,2.200000048,0,0,138,1302,2437,0.5473483546
8583815059,08/04/2016,Friday,1408,1.100000024,0,0,79,1052,1814,0.5473483546
8792009665,01/04/2016,Friday,4592,2.940000057,4,8,176,748,2260,0.5473483546
8792009665,02/04/2016,Saturday,8452,5.409999847,9,24,328,1079,3004,0.5473483546
8792009665,03/04/2016,Sunday,7238,4.630000114,2,6,279,636,2667,0.5473483546
8792009665,04/04/2016,Monday,3821,2.450000048,0,9,161,675,2229,0.5473483546
8792009665,05/04/2016,Tuesday,2332,1.49000001,1,10,111,904,2100,0.5473483546
8792009665,06/04/2016,Wednesday,2121,1.360000014,0,0,122,855,2114,0.5473483546
8792009665,07/04/2016,Thursday,1291,0.8299999833,0,0,77,888,1961,0.5473483546
8792009665,08/04/2016,Friday,1467,0.9399999976,2,8,71,912,1953,0.5473483546
8792009665,09/04/2016,Saturday,1022,0.6499999762,0,0,63,739,1890,0.5473483546
8792009665,10/04/2016,Sunday,4605,2.950000048,0,0,179,1261,2253,0.5473483546
8792009665,11/04/2016,Monday,178,0.1099999994,0,0,12,1428,1725,0.5473483546
8792009665,12/04/2016,Tuesday,20,0.009999999776,0,0,6,598,728,0.5473483546
8877689391,01/04/2016,Friday,18700,15.81999969,67,3,247,1123,3527,0.5473483546
8877689391,02/04/2016,Saturday,27572,23.38999939,116,24,260,1040,4220,0.5473483546
8877689391,03/04/2016,Sunday,15260,8.18999958,106,17,259,1058,3864,0.5473483546
8877689391,04/04/2016,Monday,20779,18.40999985,78,16,208,1138,3662,0.5473483546
8877689391,05/04/2016,Tuesday,10695,8.119999886,10,3,246,1181,2834,0.5473483546
8877689391,06/04/2016,Wednesday,24136,20.90999985,87,16,318,1019,4039,0.5473483546
8877689391,07/04/2016,Thursday,10910,8.420000076,32,11,212,1185,2947,0.5473483546
8877689391,08/04/2016,Friday,23014,20.38999939,70,29,359,982,4196,0.5473483546
8877689391,09/04/2016,Saturday,16470,8.069999695,90,9,289,1052,3841,0.5473483546
8877689391,10/04/2016,Sunday,28497,27.53000069,128,46,211,1055,4526,0.5473483546
8877689391,11/04/2016,Monday,10622,8.06000042,18,7,225,1190,2820,0.5473483546
8877689391,12/04/2016,Tuesday,2350,1.779999971,0,0,58,531,938,0.5473483546
,,,,,,,,,,
AvgSteps,AvgCal,,AvgSedMins,AvgVeryActiveMins,,,,,,
7628.726343,2308.516624,,950.8439898,19.29411765,,,,,,